$BUILT 2015-08-04 19:15:48
:geoo/construction/rod_steel/link_du_h.S: 306 -12
:geoo/construction/rod_steel/cross_diag_full.S: 235 27
:geoo/construction/rod_steel/link_dd_h.S: 224 40
:geoo/construction/rod_steel/link_h_du.S: 248 46
:geoo/construction/rod_steel/end_rect.S: 200 48
:geoo/construction/rod_steel/end_rect.S: 288 48 frr
:geoo/construction/rod_steel/straight32.S: 344 48
:geoo/construction/rod_steel/straight32.S: 376 48
:geoo/construction/rod_steel/straight32.S: 408 48
:geoo/construction/rod_steel/straight_diagu32.S: 372 18
:geoo/construction/rod_steel/straight_diagd32.S: 340 12
:geoo/construction/rod_steel/straight_diagu32.S: 404 18
:geoo/construction/rod_steel/straight_diagd32.S: 324 -4
:geoo/construction/rod_steel/straight_diagu32.S: 388 2
:geoo/construction/rod_steel/straight_diagd32.S: 372 12
:geoo/construction/rod_steel/straight_diagd32.S: 356 -4
:geoo/construction/rod_steel/straight_diagu32.S: 420 2
:geoo/construction/rod_steel/link_h_dd.S: 312 0
:geoo/construction/rod_steel/link_h_dd.S: 344 0
:geoo/construction/rod_steel/link_du_h.S: 418 -12
:geoo/construction/rod_steel/link_du_h.S: 450 -12
:geoo/construction/rod_steel/cross_diag_full.S: 379 27
:geoo/construction/rod_steel/link_dd_h.S: 368 40
:geoo/construction/rod_steel/link_h_du.S: 392 46
:geoo/construction/rod_steel/end_rect.S: 344 48
:geoo/construction/rod_steel/end_rect.S: 432 48 frr
:geoo/construction/rod_steel/straight32.S: 488 48
:geoo/construction/rod_steel/straight32.S: 520 48
:geoo/construction/rod_steel/straight32.S: 552 48
:geoo/construction/rod_steel/straight_diagu32.S: 516 18
:geoo/construction/rod_steel/straight_diagd32.S: 484 12
:geoo/construction/rod_steel/straight_diagu32.S: 548 18
:geoo/construction/rod_steel/straight_diagd32.S: 468 -4
:geoo/construction/rod_steel/straight_diagu32.S: 532 2
:geoo/construction/rod_steel/straight_diagd32.S: 516 12
:geoo/construction/rod_steel/straight_diagd32.S: 500 -4
:geoo/construction/rod_steel/straight_diagu32.S: 564 2
:geoo/construction/rod_steel/link_h_dd.S: 456 0
:geoo/construction/rod_steel/link_h_dd.S: 488 0
:geoo/construction/rod_steel/link_du_h.S: 562 -12
:geoo/construction/rod_steel/link_du_h.S: 594 -12
:geoo/construction/rod_steel/cross_diag_full.S: 523 27
:geoo/construction/rod_steel/link_dd_h.S: 512 40
:geoo/construction/rod_steel/link_h_du.S: 536 46
:geoo/construction/rod_steel/end_rect.S: 488 48
:geoo/construction/rod_steel/end_rect.S: 576 48 frr
:geoo/construction/squarebrick_large: 0 16
:geoo/construction/squarebrick_small: 0 48
:geoo/construction/squarebrick_small: 16 48
:geoo/construction/squarebrick_small: 0 64
:geoo/construction/squarebrick_small: 16 64
:geoo/construction/squarebrick_small: 0 0
:geoo/construction/squarebrick_small: 16 0
:geoo/construction/squarebrick_large: 608 80
:geoo/construction/squarebrick_small: 608 112
:geoo/construction/squarebrick_small: 624 112
:geoo/construction/squarebrick_small: 608 128
:geoo/construction/squarebrick_small: 624 128
:geoo/construction/squarebrick_large: 608 144
:geoo/construction/squarebrick_small: 608 176
:geoo/construction/squarebrick_small: 624 176
:geoo/construction/squarebrick_small: 608 192
:geoo/construction/squarebrick_small: 624 192
:geoo/construction/squarebrick_large: 608 208
:geoo/construction/squarebrick_small: 608 240
:geoo/construction/squarebrick_small: 624 240
:geoo/construction/squarebrick_small: 608 256
:geoo/construction/squarebrick_small: 624 256
:geoo/construction/squarebrick_large: 608 272
:geoo/construction/squarebrick_small: 608 304
:geoo/construction/squarebrick_small: 624 304
:geoo/construction/squarebrick_small: 608 320
:geoo/construction/squarebrick_small: 624 320
:geoo/construction/squarebrick_large: 608 336
:geoo/construction/squarebrick_small: 608 368
:geoo/construction/squarebrick_small: 624 368
:geoo/construction/squarebrick_small: 608 384
:geoo/construction/squarebrick_small: 624 384
:geoo/construction/squarebrick_large: 608 16
:geoo/construction/squarebrick_small: 608 48
:geoo/construction/squarebrick_small: 624 48
:geoo/construction/squarebrick_small: 608 64
:geoo/construction/squarebrick_small: 624 64
:geoo/construction/squarebrick_small: 608 0
:geoo/construction/squarebrick_small: 624 0
